Start Loc X,Start Loc Y,Goal Loc X,Goal Loc Y,Obstacle 1 Loc X,Obstacle 1 Loc Y,Obstacle 1 Radius,Obstacle 2 Loc X,Obstacle 2 Loc Y,Obstacle 2 Radius,Obstacle 3 Loc X,Obstacle 3 Loc Y,Obstacle 3 Radius,Obstacle 4 Loc X,Obstacle 4 Loc Y,Obstacle 4 Radius,Mean X,Mean Y,SXX,SYY,SXY
0,480,600,511,139,424,66,196,305,27,511,160,32,457,296,61,403.286,434.071,62324.7,9350.38,16209.2
0,402,600,453,74,442,55,417,320,59,66,502,64,416,309,60,389.133,394.432,33691.2,24383.1,9167.47
0,43,600,197,239,164,11,345,425,61,164,47,31,575,55,12,333.933,294.932,52726.5,32374.3,7755.75
0,179,600,536,398,524,15,102,306,26,389,286,64,514,500,44,443.9,420.5,47967.9,19017.8,28316.9
0,533,600,54,227,175,43,360,341,39,186,333,57,150,149,68,423.5,270.6,38913.6,37072.9,-30685.6
0,561,600,177,186,214,49,195,472,30,199,378,70,400,301,40,209.245,260.751,60266.2,30575.6,-23275.3
0,183,600,186,383,500,65,247,523,19,107,397,14,406,318,50,431.183,215.219,44141.3,2132.57,1998.69
0,341,600,17,324,399,25,120,290,61,248,346,49,180,127,45,451.951,133.239,47232.2,32377.3,-31124.3
0,149,600,96,290,476,37,425,531,35,75,362,35,223,72,43,466.154,109.093,41987,7721.58,-10438.9
0,31,600,62,346,153,72,503,189,47,272,168,30,551,117,42,401.537,65.379,36559.5,1707.66,-856.836
0,357,600,268,231,376,48,459,64,62,90,188,36,505,389,31,331.889,211.556,57022.9,7870.78,7286.19
0,69,600,232,420,123,71,225,571,26,131,563,13,118,203,63,522.6,246.3,33971.6,4379.34,11293.2
0,490,600,358,182,332,12,544,422,14,75,87,15,289,309,52,449.143,323.357,55452.8,10904.9,-5326.52
0,353,600,284,86,415,55,282,220,57,436,278,46,510,178,49,427.672,265.423,37463.9,5737.19,-5355.22
0,413,600,325,185,375,25,291,181,69,359,386,56,161,184,19,371.4,210.4,59378.5,17852.3,4421.49
0,174,600,231,500,543,10,406,206,51,444,286,51,541,100,56,494.667,298.417,28071.7,7052.27,1909.88
0,207,600,551,367,554,23,366,466,39,173,408,74,202,183,19,450,406.462,43890.3,21560.6,16963.8
0,232,600,375,193,322,30,267,212,72,396,277,27,157,546,35,381.053,268,47498.4,18200.1,17538.3
0,65,600,592,226,231,37,319,291,53,369,439,16,136,206,64,488.111,430.889,35886.4,51936.6,29666.3
0,33,600,458,454,228,55,176,414,24,404,457,47,109,68,27,438.733,489.6,46998.1,18759.3,16249.8
0,155,600,7,342,294,12,518,128,40,311,143,67,135,422,26,377.389,221.167,53072.1,33039.2,-8228.66
0,74,600,545,339,161,20,205,260,12,190,431,21,163,288,51,442.615,357.385,32531.3,60503.9,35540.9
0,445,600,251,53,569,18,326,553,10,259,436,58,271,67,18,256.608,185.281,64581.7,20322,3943.29
0,532,600,260,170,489,18,132,112,68,248,375,22,103,49,39,413.667,280,52926.7,18094,-21276.8
0,336,600,553,462,418,30,531,506,23,346,288,54,182,81,41,424.14,490.675,32576.7,9058.35,13434.1
0,509,600,48,472,444,42,514,204,23,240,369,24,358,520,57,388.571,121,64354.3,31343,-35583.5
0,501,600,15,414,93,44,245,410,40,332,214,55,107,318,57,460.8,298.6,66832.7,52235.3,-33290.6
0,268,600,116,508,361,36,485,127,47,232,204,69,454,468,69,408.241,174.266,28913.6,15673.4,-12004.6
0,317,600,190,241,353,73,376,485,56,297,452,49,153,562,19,430,247.778,52837,5038.94,-1112.88
0,42,600,507,464,294,37,279,182,47,341,407,12,524,216,36,365.154,461.692,34669.1,21269.2,17685.6
0,221,600,507,191,82,23,146,442,59,499,103,66,93,416,11,387.084,407.342,46032.6,7733.52,16620.2
0,418,600,547,187,565,23,135,364,24,393,132,45,344,283,32,411.563,485.75,57924,3711.27,5366.88
0,156,600,384,114,454,18,296,515,67,332,370,47,270,196,30,440.333,256.5,50658.3,11312.3,15888.2
0,339,600,538,415,114,49,131,382,60,488,380,17,166,424,37,454.231,387.769,43631.4,35396.7,28589.5
0,482,600,226,143,437,43,67,400,10,429,225,67,550,521,20,496.75,222,42310.8,14120.6,-19167.4
0,490,600,381,164,287,63,128,523,26,184,413,30,295,264,41,436.467,350.867,48526.4,16958,-1992.15
0,558,600,510,491,521,73,162,304,69,460,547,25,383,46,33,490.188,385.188,21162.3,7129.5,-3039.3
0,149,600,440,516,573,12,249,180,48,272,427,16,445,414,21,513.846,395.538,27615.5,18894.3,16520.9
0,479,600,582,277,146,37,415,38,12,275,212,25,416,108,50,435.111,543.444,35785.6,4544.78,4732.32
0,556,600,488,490,454,15,500,384,50,136,335,33,366,469,73,431.3,376.1,51820.5,24970.3,11441.4
0,366,600,320,495,271,22,446,501,26,403,529,37,438,263,71,486.429,266.143,46658.3,13345.1,-7043.4
0,329,600,157,387,317,57,503,211,45,201,325,58,235,335,55,378.727,145,61808.8,8923.2,-16378.3
0,505,600,157,553,434,46,396,425,36,134,181,30,170,185,20,404.096,318.266,31699.6,26674.7,-14048.8
0,210,600,16,173,380,70,368,303,34,85,245,57,207,42,14,393,122.875,55613.4,7586.98,-9926.29
0,303,600,514,517,494,31,453,89,50,168,338,47,128,317,53,417.133,496.133,27738.8,5639.84,6480.62
0,68,600,146,552,446,26,406,459,37,40,98,20,477,375,57,485.357,130.429,37149,1998.57,7432.6
0,413,600,353,55,29,18,227,247,36,290,233,18,477,574,21,475.889,403.333,34619.6,3975.5,-453.333
0,435,600,254,156,227,49,288,203,36,183,500,23,387,424,58,492.636,297.909,29374.7,2224.09,-7596.94
0,493,600,132,250,154,39,202,277,42,413,216,62,165,118,53,487.036,209.235,27941.3,21347.3,-21518.4
0,144,600,11,70,305,17,482,267,65,460,121,14,544,351,19,468,189.813,21524.7,41366.3,-8485.87
0,468,600,328,518,273,45,331,366,42,457,334,23,468,335,69,462.214,423.071,35015.9,8915.61,-11560.6
0,25,600,459,223,159,59,367,383,70,264,263,19,465,85,64,399.795,408.627,48252.7,29534.6,17986.3
0,109,600,311,337,183,28,433,284,62,396,234,31,520,167,44,504.5,292.9,32668.3,12205,10516.4
0,586,600,450,78,205,64,125,397,37,229,164,74,483,464,66,332.467,394.6,58885.6,9078.12,-5326.51
0,442,600,557,492,124,39,104,468,50,362,201,40,441,225,34,417.75,472.25,57020.2,17954.8,24306.2
0,295,600,554,239,497,36,24,88,17,407,205,73,160,399,65,350.4,372.733,40054.1,27397.9,28275.8
0,503,600,240,224,305,45,529,183,39,144,208,55,261,59,17,409.25,294.083,32419.1,7976.45,-13606.6
0,553,600,383,177,197,53,54,278,52,182,195,66,104,108,33,490.143,401.571,47253.5,8007.29,-13467.4
0,338,600,120,402,296,59,326,414,44,445,346,72,445,302,67,454.571,154.143,43868.6,9178.48,-16493.3
0,379,600,234,64,393,54,211,354,46,88,299,11,184,103,32,399.077,315.692,57674.4,13864.7,-24139.7
0,25,600,212,450,203,40,379,124,72,536,472,23,107,473,18,364.444,108.778,56358.5,6918.44,6877.36
0,33,600,516,405,202,45,348,186,14,36,348,25,521,357,67,409.222,461.333,52226.7,26874.3,25773.9
0,92,600,574,472,441,54,48,35,28,198,159,29,532,207,42,493.769,480.231,34617.2,24714.2,25325.9
0,541,600,283,365,306,47,161,295,64,167,302,15,162,477,26,485.692,354.923,30309.9,5771.24,-10520.5
0,163,600,553,63,372,26,22,118,12,387,178,69,251,240,39,481.3,383.6,32062.2,54704.7,21508.2
0,174,600,598,307,475,65,243,284,65,110,412,69,515,118,13,484.857,504.286,31145.1,14721.8,19635.7
0,109,600,250,374,110,54,378,489,58,234,272,56,185,242,63,370.111,202.556,40243.2,6257.67,9164.11
0,191,600,186,37,266,30,234,376,59,43,555,41,251,146,52,426.615,215.462,53802.9,512.603,-245.724
0,133,600,280,105,56,46,445,60,52,347,362,33,201,510,40,479.5,212.5,55802.7,5267.5,9858.1
0,539,600,361,213,321,24,146,273,51,438,563,22,193,404,36,467.176,323.941,26727.5,18210.9,-7468.99
0,426,600,209,296,490,22,93,431,21,84,263,39,210,117,48,433,346.429,40341.7,17010.3,-9209.33
0,319,600,376,163,475,57,132,300,65,518,259,73,214,572,26,380.538,342.692,35234.1,23058.9,11749.9
0,219,600,355,452,223,44,465,355,14,396,293,68,565,100,14,404.125,354.875,52137,3870.7,4471.45
0,310,600,452,437,188,32,302,161,72,130,500,35,396,522,38,451.444,383.222,38828.8,4564.69,9182.64
0,437,600,65,46,58,46,335,133,20,434,53,15,45,299,28,503.778,149.667,36688.2,19581.5,-21239.7
0,516,600,22,536,536,49,353,206,32,91,239,24,420,429,48,419.308,98.7502,41594.1,23033.7,-23817.6
0,537,600,574,392,412,63,106,362,22,30,484,19,393,35,12,323.333,555.5,78035.1,1067.5,4443.4
0,350,600,12,253,282,38,331,147,55,80,511,70,282,106,40,467.471,131.059,35783.6,22034.7,-20615.4
0,208,600,261,503,342,52,249,482,73,154,253,64,230,245,35,329,188.833,58042.8,2364.97,6686.2
0,283,600,60,285,250,45,345,378,60,89,273,20,494,407,10,437.776,243.634,47661.7,46557.3,-33919.7
0,486,600,10,118,424,72,133,285,13,345,237,24,478,452,45,437,99.8667,36200.3,15434,-21247
0,304,600,129,512,410,64,57,427,53,385,456,60,90,270,63,436.5,185.9,38786.5,12547,-12181.6
0,256,600,404,288,136,57,181,175,69,251,219,18,366,458,11,463.5,372.333,54865.1,4613.07,14726.4
0,362,600,76,513,347,27,209,411,67,518,76,73,149,327,46,388.357,161.857,47262.2,6594.13,-1881.41
0,1,600,123,406,386,19,45,415,11,453,475,69,99,234,44,456.077,128,36233.4,3362.83,9839.92
0,506,600,566,370,173,53,228,314,28,548,165,50,543,221,38,447,519,55754,9113.33,-2703.17
0,203,600,346,360,418,51,298,469,71,181,85,52,60,480,24,324.315,239.266,43562.9,6277.28,9888.58
0,91,600,244,256,70,33,113,486,68,201,525,73,432,334,50,395.5,133.125,60884.9,6696.41,12441.8
0,531,600,369,322,259,54,187,395,61,229,114,47,353,230,45,458.8,410.8,66933.7,5069.2,-17985.8
0,146,600,521,464,148,64,350,144,32,57,398,25,375,303,60,469.273,465.636,35602.8,14113.7,18919.7
0,334,600,431,253,174,42,512,241,32,281,219,27,209,407,48,457,395.167,58818.4,7979.77,14017.6
0,327,600,179,48,297,45,154,307,12,127,541,19,223,461,64,392.535,247.808,53688.5,16318.6,-26306.7
0,593,600,95,243,532,28,176,175,55,338,424,13,253,232,46,499.917,199,34860.6,26526.9,-28166.9
0,14,600,38,58,88,11,271,270,74,475,90,10,362,540,12,327.485,151.942,58403,26910.9,-9308.77
0,597,600,134,389,125,73,357,144,73,308,293,54,69,539,23,321.733,333.733,58394.9,33229.9,-29539.5
0,39,600,373,119,252,17,31,365,29,463,228,28,564,286,14,434.5,281.583,31241,10270.6,17325.5
0,195,600,377,294,182,49,510,160,34,509,567,24,421,398,11,489.667,314.111,36435.8,3110.61,9626.42
0,481,600,515,45,556,12,97,315,31,205,198,38,367,363,33,310.167,540.333,55415.8,1317.87,941.333
0,0,600,59,361,119,31,343,60,13,295,235,73,350,222,68,455.482,67.8382,35692.2,1144.86,4478.68
0,115,600,257,338,223,60,63,473,34,153,306,64,287,432,11,444.1,201.8,30392.8,8973.96,9456.47
0,533,600,53,491,506,60,38,383,26,293,141,56,344,474,19,465.2,207.6,67792.7,41764.8,-48320.1
0,574,600,529,149,471,45,338,254,49,88,143,36,448,190,60,465.625,516.375,41604,983.125,-3268.41
0,431,600,299,410,474,68,372,137,56,580,14,11,426,195,69,366.444,363.333,49304,5329.75,-10912.8
0,312,600,166,420,473,67,440,273,50,267,161,74,68,213,28,352.944,187.056,34816.3,12974.5,-10474.2
0,230,600,10,241,448,73,83,203,48,293,377,62,399,473,66,459.667,157.6,37393.4,36137.5,-16188.9
0,235,600,471,401,76,26,354,151,56,222,492,71,360,471,22,503.8,415.9,36110.2,9823.88,16338.1
0,4,600,6,376,415,15,548,441,38,90,26,13,434,155,52,481.1,113.4,31946.5,20678.7,-83.8225
0,433,600,146,141,407,54,324,502,50,429,495,27,343,304,48,431.273,220.182,45234.4,20381.2,-25412.5
0,459,600,31,63,152,55,133,153,70,383,124,15,420,315,24,455.875,186.75,37434.1,27499.1,-25946.5
0,219,600,534,89,353,12,331,353,46,353,141,65,523,492,10,319.765,413.791,42642.4,13198.5,9163.12
0,62,600,337,257,386,35,74,172,57,446,79,60,515,487,14,433.2,265.8,63419.7,19823.2,33103.1
0,567,600,458,155,95,54,278,62,29,429,287,62,517,219,42,518.8,413.9,33538,5606.77,-9395.8
0,35,600,218,261,223,12,222,289,29,228,262,15,224,401,29,404.667,86.8333,59952.7,4999.37,11123.7
0,494,600,361,317,55,21,349,51,23,250,65,43,425,315,29,423.455,417.455,53106.3,8147.27,-817.127
0,244,600,278,402,129,65,449,60,29,241,224,60,418,34,34,428.692,336.692,38623.6,4377.4,-998.103
0,452,600,60,42,131,42,263,154,12,176,140,17,308,365,74,452.143,273.286,41842.1,25811.2,-20219.7
0,558,600,528,398,49,30,245,539,49,397,296,72,528,438,68,445.225,502.371,46898.4,6531.15,102.556
0,276,600,90,16,122,11,84,60,51,304,68,66,534,398,16,444.7,214.6,46972.2,16482.7,-20623.2
0,457,600,265,212,523,39,345,495,60,36,391,12,361,128,23,418,295.75,78438,11824.9,-29679.3
0,593,600,529,218,230,44,289,472,18,265,393,63,570,342,24,449,560.333,55046,739.067,-4604.8
0,171,600,183,226,344,35,58,247,35,416,89,62,81,398,15,364.063,206.188,51973.5,6676.96,2218.59
0,201,600,325,427,368,58,374,61,27,89,256,64,326,503,22,386.222,203.333,54685.7,13339.8,20909.2
0,329,600,466,545,446,54,320,519,27,335,195,50,318,154,51,381.273,517.182,60238.4,5462.56,5829.05
0,125,600,230,126,508,17,392,439,15,484,521,30,547,183,22,468.846,194.231,29609.3,5902.86,5625.21
0,253,600,150,74,357,65,75,107,72,500,449,35,236,528,40,489.4,153,34832.9,4133.78,-4287.22
0,284,600,166,316,212,35,386,114,21,421,13,11,260,276,33,467.889,249.667,54515.9,7270.75,-5876.04
0,164,600,447,496,140,46,183,359,64,531,225,45,287,59,53,454.5,361.667,53018.7,14824.7,25836.6
0,119,600,494,353,516,64,237,439,19,71,408,53,418,124,39,413.583,399.083,30852.6,21504.6,21176.6
0,516,600,556,530,366,52,423,453,48,51,365,14,325,521,57,383.237,497.778,28811.5,4100.92,7527.49
0,156,600,14,366,119,60,56,506,13,511,107,72,121,499,19,475.733,77.8,20831.5,6952.74,-4034.2
0,41,600,456,447,420,16,498,84,30,376,476,14,132,349,59,473.333,375.083,42027.7,20786.8,28192.6
0,166,600,250,142,501,74,544,520,36,214,81,15,270,529,60,475.167,204.167,55172.6,1669.37,5386.97
0,329,600,327,479,61,43,507,392,31,226,218,10,206,206,40,402.333,332.778,58304.5,346.194,-731.792
0,292,600,16,576,65,12,263,151,10,243,340,72,417,457,65,387.537,156.266,49098.2,13154.5,-23738.9
0,470,600,505,316,314,55,64,573,14,331,267,65,526,191,18,465.7,521.3,34194.7,1368.9,835.767
0,190,600,37,88,497,57,442,431,21,49,459,40,122,508,44,483.091,70.2727,39922.9,3101.22,-7465.43
0,464,600,368,509,239,30,507,515,26,177,543,32,302,199,16,420.032,351.313,34182.9,5236.15,-7229.22
0,494,600,163,364,457,14,291,379,24,216,460,31,348,131,35,331.633,359.983,41222.7,16082.9,-23668.4
0,154,600,315,485,57,27,280,197,73,319,381,45,354,45,40,436,366.929,40678.6,10651.6,1074.92
0,561,600,219,118,227,49,513,155,61,463,216,65,396,74,61,466.321,299.109,31640.7,13472.7,-19459.9
0,1,600,321,112,104,51,400,160,62,342,373,44,57,474,36,317.561,256.813,41725.6,39120.5,18857.6
0,162,600,306,388,327,70,486,511,59,470,450,70,482,244,33,457.55,230.45,27719.9,4213.94,5109.42
0,478,600,362,513,102,44,410,121,15,164,343,27,467,533,44,484.8,348.2,33677.3,10868.2,-7809.62
0,496,600,114,203,152,16,118,577,20,384,273,53,282,333,20,466.25,233.25,46142.5,33509.9,-35309.2
0,255,600,350,462,280,40,90,357,67,434,359,67,220,176,46,398.303,220.327,60378.1,12293,10118.8
0,551,600,562,355,329,21,51,572,13,320,371,53,24,294,11,495.077,473.385,29739.1,29723.6,9570.13
0,487,600,398,314,42,34,465,94,26,129,414,22,241,553,43,418.75,321.333,53242.6,11350.2,9196.73
0,300,600,576,166,490,51,176,480,36,466,258,42,293,444,71,459.923,372,41325.4,32369.2,20813.2
0,109,600,15,328,334,35,384,381,72,127,402,50,71,282,60,448.333,99.1667,51445.1,5073.77,-5005.27
0,232,600,355,382,102,26,210,58,38,362,42,30,369,277,65,510.1,354.1,32744.8,4742.99,6820.1
0,139,600,450,312,254,32,343,125,70,211,515,39,149,107,47,393.231,433.923,40270.5,16708.1,16181.7
0,45,600,30,396,455,61,266,86,48,447,187,71,225,450,50,369.6,90.1333,46692.1,4156.7,-5455.8
0,547,600,451,516,378,11,525,152,67,456,145,55,528,274,55,454.083,431.5,41992.1,15041.9,9890.59
0,509,600,443,484,337,23,301,569,26,420,531,46,369,81,13,463.667,447.444,44987.5,4815.78,3351.92
0,78,600,454,390,131,34,559,482,38,99,465,40,156,195,64,450.75,399.25,38857.1,27299.9,20944.6
0,66,600,230,106,139,66,54,154,28,116,296,16,75,278,16,407.059,224.647,63731.8,9027.24,3693.71
0,484,600,210,452,233,39,526,550,29,138,194,74,132,227,46,487.929,176.345,48503.7,25900.3,-30572.5
0,388,600,17,187,68,34,335,103,69,323,242,40,247,162,18,417,270.714,50304.3,36507.6,-30384
0,94,600,446,528,77,50,171,485,37,527,308,24,277,481,67,466.5,360.125,40002,18791.6,23996.9
0,81,600,327,137,532,41,216,525,21,113,524,62,137,188,50,354.3,292.9,79003.3,19037.9,26544.3
0,164,600,221,296,135,36,285,470,48,357,328,46,338,539,35,423.6,173.2,55431.2,5669.73,9928.31
0,180,600,335,75,89,26,290,510,44,177,149,35,329,38,24,509.778,376.778,37099.4,9816.94,12646.7
0,221,600,45,55,214,41,65,87,54,84,81,68,170,105,22,442,161.5,42384.7,23885.4,-22731.8
0,553,600,367,119,204,23,191,266,12,143,319,16,325,292,52,452.254,415.045,37435,7265.41,-11171.1
0,364,600,412,388,311,21,285,406,25,581,537,11,199,286,30,351.4,262.9,59347.6,23455.2,21927.4
0,535,600,68,495,117,41,223,38,19,498,69,55,394,186,67,370.909,323.909,43231.1,25306.9,-23557
0,389,600,304,186,201,54,131,248,70,20,168,15,162,36,29,469.636,309.636,29589.9,845.654,-3569.85
0,207,600,230,442,269,20,166,472,44,149,297,55,391,456,11,471.25,221.333,40557.5,3973.33,1752.55
0,268,600,464,399,56,24,181,260,12,576,580,11,382,183,23,385.667,407.889,51082.5,6665.61,9856.46
0,61,600,464,429,113,71,451,348,43,233,220,19,450,266,64,465.222,422.222,38966.7,21517.4,19552.1
0,137,600,12,402,186,29,31,174,15,99,85,25,189,64,54,427.333,220.833,40460.1,39868,-8845.67
0,565,600,117,516,132,32,339,19,16,365,336,67,300,202,14,379.125,229.875,46951.3,22022.1,-27054.1
0,194,600,240,366,139,25,87,436,42,410,468,55,186,124,41,383.886,241.812,50242.1,3420.25,6487.89
0,343,600,234,145,91,66,354,427,74,89,46,37,129,572,10,437.667,240.111,48164.3,4555.11,-5813.46
0,344,600,270,456,46,18,175,350,36,229,457,74,494,157,29,440.455,295.455,46211.3,11550.5,8386.67
0,56,600,484,109,188,21,141,281,51,430,273,38,494,503,27,480.838,328.044,31638.3,28104.4,22640
0,44,600,85,492,332,69,440,51,43,247,77,46,192,127,41,432.75,164.875,40685,20739.3,-14250.9
0,192,600,448,81,426,65,157,463,38,102,64,62,564,62,21,516.2,416.133,24558.5,13406.8,10520.8
0,520,600,341,444,251,29,268,331,45,246,489,59,427,492,32,469.333,330.222,51545,17881.9,2869.17
0,84,600,442,431,38,29,98,486,70,264,460,19,199,271,50,444.364,296.182,44725.9,36052,32424.4
0,41,600,504,529,165,43,322,161,35,519,441,34,145,103,14,366.423,378.072,50095.8,37510.5,36906.9
0,245,600,259,111,199,58,316,61,17,180,202,57,250,159,38,456.5,285.4,41069.6,14376.7,-4771.78
0,282,600,20,458,147,64,489,441,73,498,300,65,84,504,19,431.032,77.7416,31378.6,8884.03,-10257.6
0,211,600,47,245,91,64,396,382,40,190,131,40,512,96,72,399.2,309.2,41482.2,35397.3,-17992.8
0,536,600,252,235,291,45,167,458,53,81,401,11,435,561,20,465,332.333,40342.3,15427,-22422.3
0,205,600,517,521,180,63,95,472,52,299,180,26,138,432,68,377.3,428.8,34869.1,15892.4,18606.8
0,154,600,259,474,518,41,485,520,58,441,324,51,305,510,62,440.963,291.543,31942.2,12778,1804.89
0,587,600,530,103,273,62,389,120,74,426,555,22,224,250,56,434.703,527.77,30040.8,1206.69,-3228.14
0,405,600,537,162,289,43,394,85,74,173,83,23,277,102,63,458.667,536.333,35859.5,3810,10406.6
0,293,600,188,191,57,46,498,438,27,140,193,49,490,306,43,395,283.5,53948.8,21501.1,-19382
0,583,600,42,327,96,73,447,437,39,523,356,72,329,117,72,405.767,215.136,24244.9,31171.2,-24252.8
0,561,600,279,321,377,28,124,314,26,68,308,39,500,112,59,444.167,392.5,50447.8,19032.3,-16880.1
0,313,600,522,202,487,50,345,449,74,468,221,65,462,421,48,410.466,368.129,38508.7,10756.9,12646.6
0,30,600,560,457,72,72,136,141,63,242,210,36,334,367,65,290.8,450.2,72453.7,38560.2,33805.3
0,258,600,256,90,146,50,273,434,39,409,526,64,89,384,70,451.5,266.7,36766.3,634.9,1033.61
0,572,600,229,292,123,71,242,436,14,307,364,42,229,248,27,414.25,364.625,43283.4,20542.3,-26510.5
0,510,600,217,354,351,34,291,293,45,196,406,43,336,283,57,387.5,240.786,58149.2,16942.2,2221.5
0,239,600,331,240,324,48,59,205,57,323,234,17,547,287,42,415.327,363.724,51130.4,7034.42,7367.98
0,138,600,119,193,237,60,142,455,65,414,187,42,434,338,49,415.833,101.75,52756,2104.2,4806.68
0,144,600,416,348,101,54,270,168,47,413,205,58,431,366,49,437.444,398.333,54633,9896,15964.1
0,74,600,361,162,399,50,99,92,73,412,542,18,40,307,11,379.6,330.6,49349.6,14080.3,12012.2
0,37,600,204,98,271,22,87,339,49,132,403,45,175,259,55,449.833,154.75,39974.9,6844.2,11031.3
0,108,600,321,263,67,49,110,166,40,65,466,49,494,362,72,386,257.857,46581,27515.1,-3338.17
0,395,600,464,386,132,49,212,149,55,410,147,67,163,215,47,408.077,388.615,49696.9,11476.9,9030.87
0,157,600,278,413,339,66,423,524,52,342,284,28,169,506,66,425.857,216.286,49981.1,6882.24,13018.5
0,191,600,474,191,436,57,147,333,56,199,339,61,506,354,47,431.941,429.059,31967.6,17441.2,16877.9
0,410,600,403,198,469,57,328,387,32,516,492,38,222,344,19,469.188,391.5,25461,20197.3,4197.63
0,519,600,492,139,193,17,329,296,72,348,384,13,438,518,19,450.117,476.407,36002.2,1138.89,-1627.53
0,578,600,589,522,212,34,380,470,16,558,538,27,177,487,67,370.534,492.973,51916.8,11108.9,2358.25
0,437,600,455,500,320,30,415,206,72,527,535,41,244,43,32,449.818,378.545,39697.4,16681.5,6941.11
0,193,600,177,284,309,14,119,512,23,573,30,11,241,549,46,492,206.286,47993.7,400.571,827.5
0,153,600,530,81,486,17,442,175,57,270,257,42,85,115,49,349.875,449.5,64270.1,27671.4,36122.5
0,307,600,100,453,300,18,230,123,13,117,276,55,74,115,21,496,139.667,29887.6,10410.6,-12010.6
0,109,600,378,211,253,12,422,82,20,87,19,13,527,501,28,425.125,352.125,62442.4,13865.3,13587.3
0,248,600,541,517,441,36,136,170,12,332,119,63,301,192,61,442.714,504.213,48179.9,10380.5,17323.5
0,390,600,61,157,358,31,422,199,32,538,464,47,489,159,48,513.6,189.467,22977.5,18244.1,-13523
0,455,600,479,212,374,47,88,86,30,47,384,32,496,310,22,505.429,501.429,49812.6,782.952,4364.79
0,7,600,420,368,481,36,274,349,29,77,463,46,226,287,70,407.929,310.786,51446.4,22733.9,20687.6
0,150,600,449,503,112,72,176,417,73,107,125,47,374,65,18,327.455,358.273,66780.3,17209.2,30229.7
0,537,600,207,400,196,45,505,349,49,81,105,29,160,79,69,419,277.111,39781.5,11693.9,-13943.1
0,430,600,131,337,392,40,372,111,24,97,426,57,228,496,62,378.357,194.571,53112.9,14787.6,-22948.8
0,345,600,421,413,293,42,346,123,39,550,37,36,179,335,68,422.929,441.272,38763.3,13303,12191.7
0,9,600,571,321,202,67,292,369,59,153,357,72,184,115,40,204.273,420.909,57397.2,34353.3,23385.5
0,12,600,207,328,329,57,504,509,47,124,361,50,450,206,23,474.462,154.154,33692.4,7268.14,8990.51
0,496,600,527,523,389,41,485,320,49,256,85,67,155,457,13,339.833,506.167,51893.4,3391.77,3253.63
0,463,600,5,225,249,71,421,157,29,118,326,16,334,91,26,272,135.3,58124.4,26515.3,-29238.4
0,119,600,584,249,177,74,362,500,37,94,342,35,316,542,24,407,479.75,69217.1,24500.2,29681.9
0,122,600,464,367,59,17,360,87,57,172,510,52,319,129,49,432.842,417.105,42970.5,7013.54,6256.41
0,542,600,65,262,328,47,468,249,59,49,545,32,359,457,74,439,144.636,51995.8,28680.7,-35291.1
0,115,600,65,317,501,62,254,322,37,348,92,33,219,348,62,336.985,231.251,39381.9,27791,-1458.01
0,188,600,404,215,215,24,181,530,65,311,166,38,344,209,40,419.556,308.667,53149.3,17192.3,25281.2
0,309,600,456,217,187,24,55,169,24,515,355,62,262,211,58,430.955,403.091,32028,5081.18,11298.1
0,265,600,442,430,66,25,454,142,15,545,100,19,30,350,30,412.455,427,32247.9,5472.6,8341.1
0,382,600,325,27,83,23,154,224,19,432,125,67,528,39,35,394.833,385.667,44866.6,9354.67,-7058.47
0,293,600,451,363,518,33,353,382,73,70,55,49,233,115,42,386.214,480,35209.1,7258.15,5546
0,25,600,587,141,290,42,196,328,27,421,167,17,85,65,19,331.076,379.09,47033.9,42312.1,41263.1
0,131,600,260,524,12,11,289,230,41,416,67,52,115,528,68,481.25,205,45643.4,3978,10052.6
0,121,600,330,541,318,58,130,460,11,220,69,49,46,217,15,372.273,385.273,42755.2,28314.6,22156.7
0,289,600,234,350,244,63,312,101,54,197,327,44,553,212,23,480.143,310.286,37982.7,6814.83,-6999.04
0,561,600,294,530,371,64,222,347,24,450,43,33,171,490,74,485.214,254.429,34411.6,11685.8,-6804.71
0,575,600,209,129,504,44,374,66,46,358,178,45,257,129,25,398.907,291.044,54963.7,39570,-41944.8
0,282,600,330,343,411,66,265,275,53,488,458,19,326,128,32,412.444,400.222,61371,11734.4,-2492.49
0,479,600,323,39,561,22,384,284,54,290,151,34,385,402,40,456.667,382,55049.5,7493.6,-15714.4
0,177,600,409,165,402,65,141,212,66,473,121,64,356,278,58,334.5,396.929,65026,14977.1,13637
0,151,600,213,443,313,60,241,532,21,287,349,12,472,510,22,437,186.25,58263.1,3253.36,-826.857
0,400,600,154,317,433,25,322,508,61,161,266,10,225,570,26,506.154,200.769,25647.8,7978.36,-12033.9
0,167,600,86,346,207,63,464,25,14,147,338,70,468,489,41,414.364,117.455,35270.7,2290.27,-183.682
0,357,600,86,69,59,30,214,331,27,523,139,51,262,95,73,461.733,120.4,32468.5,10076,-15097.7
0,353,600,410,61,296,26,58,358,55,65,332,16,198,212,61,404.625,328.625,68079.7,15575.7,21426
0,50,600,93,518,336,48,378,40,36,586,56,11,274,512,43,437.375,162.125,43755.7,10189.3,-1601.77
0,77,600,177,69,273,36,197,215,44,260,55,28,481,431,25,354.118,210.647,49878.4,6183.99,4965.67
0,557,600,67,398,243,54,113,87,23,152,188,10,226,75,67,434.929,350.786,39856.5,40924.5,-27179.4
